talk_id,title,speaker_1,views,recorded_date,published_date,event,comments,duration,Topics
21650,The myth of Hercules,Alex Gendler,3606054,25-09-2018,25-09-2018,TED-Ed,,462,"history, TED-Ed, culture, world cultures, death, war"
21700,Can you solve the Leonardo da Vinci riddle?,Tanya Khovanova,2520736,23-08-2018,23-08-2018,TED-Ed,,287,"TED-Ed, math"
21701,What really happened to the Library of Alexandria?,Elizabeth Cox,1266459,14-08-2018,14-08-2018,TED-Ed,,299,"books, TED-Ed, literature, library, history"
21752,Let's get honest about our money problems,Tammy Lally,2088885,24-06-2017,31-08-2018,TEDxOrlando,52,750,"money, finance, life, self, TEDx, work, social change"
21753,"""Interpassion"" / ""Ba$$in""", Yelle,241616,07-06-2018,20-08-2018,TED Salon Brightline Initiative,5,442,"live music, music, performance, performance art, dance, singer"
21768,Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,15531,26-04-2018,23-08-2018,TED en Español en NYC,,790,"business, entrepreneur, failure, communication, personal growth"
21802,How to get serious about diversity and inclusion in the workplace,Janet Stovall,1719466,19-07-2018,22-08-2018,TED@UPS,30,664,"communication, community, work, humanity, race, social change, leadership, society, inequality, United States"
21803,How we can use light to see deep inside our bodies and brains,Mary Lou Jepsen,787067,10-04-2018,24-08-2018,TED2018,26,1010,"science, technology, brain, human body, invention, cancer, future, neuroscience, medical research, medical imaging, computers, cognitive science"
21804,How AI could compose a personalized soundtrack to your life,Pierre Barreau,1480398,10-04-2018,10-09-2018,TED2018,27,509,"music, AI, algorithm, future, creativity, technology, emotions, computers, science and art, art, demo, innovation, machine learning"
21894,Can you solve the rogue AI riddle?,Dan Finkel,2209311,07-08-2018,07-08-2018,TED-Ed,,262,"TED-Ed, math"
21895,What would happen if every human suddenly disappeared? ,Dan Kwartler,2747250,17-09-2018,17-09-2018,TED-Ed,,316,"TED-Ed, science, nature, climate change, natural resources, natural disaster, life, geology, animals, animation, humanity, human origins, resources, oceans"
21896,"Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,532398,21-08-2018,21-08-2018,TED-Ed,,299,"TED-Ed, comedy, history"
21900,Why I came out as a gay football coach,Shane Wickes,38970,23-01-2016,26-10-2018,TEDxUniversityofNevada,,551,"LGBT, sports, identity, culture, social change"
21913,Why the African diaspora is crucial to the continent's future,Lindiwe Mazibuko,188057,05-12-2015,15-02-2019,TEDxEuston,,1000,"politics, Africa, global issues, state-building, immigration, youth"
21932,Zen k?ans: unsolvable enigmas designed to break your brain,Puqun Li,1832826,16-08-2018,16-08-2018,TED-Ed,,296,"TED-Ed, philosophy, Buddhism, religion"
21972,Redefining manhood—one locker room talk at a time,Alexis Jones,936472,21-01-2017,26-10-2018,TEDxUniversityofNevada,,958,"women, social change, sexual violence, men, gender, sex, sports"
21976,How to create a world where no one dies waiting for a transplant,Luhan Yang,1598778,10-04-2018,13-09-2018,TED2018,35,820,"animals, biology, disease, health, health care, future, human body, illness, science, innovation, technology, virus, DNA, CRISPR"
21977,"Why should you read ""One Hundred Years of Solitude""?",Francisco Díez-Buzo,2009340,30-08-2018,30-08-2018,TED-Ed,,327,"TED-Ed, education, literature, culture, history, world cultures, books, Nobel Prize, book, novel, Latin America"
21996,What is imposter syndrome and how can you combat it?,Elizabeth Cox,1818152,28-08-2018,28-08-2018,TED-Ed,,257,"TED-Ed, psychology, identity, personal growth"
22628,How will we survive when the population hits 10 billion?,Charles C. Mann,2803338,10-04-2018,26-10-2018,TED2018,57,778,"technology, science, Anthropocene, climate change, nature, social change, future, society, sustainability, environment, global issues"
22701,A new way to think about the transition to motherhood,Alexandra Sacks,1900912,31-05-2018,30-08-2018,TED Residency,22,376,"children, biology, health, parenting, humanity, women, science, psychology, pregnancy, mental health, TED Residency"
22703,"""You Never Can Tell"" / ""Over the Mountain, Across the Sea""",Elise LeGrow,282929,10-04-2018,12-09-2018,TED2018,1,657,"live music, music, performance, performance art, singer, vocals, entertainment, guitar"
22704,Did the global response to 9/11 make us safer?,Benedetta Berti,1439576,10-04-2018,11-09-2018,TED2018,49,467,"TED Fellows, Middle East, security, global issues, violence, terrorism, politics"
22752,Why museums are returning cultural treasures,Chip Colwell,1465465,08-07-2017,20-09-2018,TEDxMileHigh,5,781,"TEDx, museums, United States, art, indigenous peoples, history, archaeology, culture, conservation"
22799,"""Afterneath"" / ""Killing Me""",Luke Sital-Singh,239844,10-04-2018,21-09-2018,TED2018,5,708,"piano, music, singer, live music, performance"
22817,How I became part sea urchin,Catherine Mohr,1730326,10-04-2018,21-09-2018,TED2018,19,375,"science, storytelling, human body, nature, life, humor, oceans, love, exploration"
22919,How video games turn players into storytellers,David Cage,664701,10-04-2018,20-11-2018,TED2018,39,609,"storytelling, gaming, design, media, entertainment, technology, culture, innovation, animation, art, creativity"
22947,The press trampled on my privacy. Here's how I took back my story,Kate Stone,1434372,10-04-2018,18-09-2018,TED2018,23,378,"health, society, social change, personal growth, storytelling, gender, gender equality, humanity, journalism, identity, life, media, Transgender"
22979,How we could teach our bodies to heal faster,Kaitlyn Sadtler,2342739,10-04-2018,20-09-2018,TED2018,21,297,"technology, biomechanics, science, biology, health, human body, future, TED Fellows, medical research"
22992,Intimate photos of a senior love triangle,Isadora Kosofsky,506936,10-04-2018,28-09-2018,TED2018,32,321,"storytelling, photography, culture, art, aging, love, TED Fellows, relationships, identity, society, humanity"
23058,The radical possibilities of man-made DNA,Floyd E. Romesberg,1651873,10-04-2018,26-11-2018,TED2018,38,836,"genetics, science, invention, technology, biology, DNA, future, synthetic biology, medicine, medical research, bioethics, biotech, molecular biology, nature"
23087,The simple genius of a good graphic,Tommy McCall,854331,10-04-2018,24-09-2018,TED2018,28,357,"data, visualizations, design, technology, media, animation, creativity, innovation, statistics, math"
23088,3 ways businesses can fight sex trafficking,Nikki Clifton,1507441,19-07-2018,06-09-2018,TED@UPS,29,749,"community, activism, law, business, sexual violence, society, social change, Slavery, trafficking"
23089,A new way to fund health care for the most vulnerable,Andrew Bastawrous,1425724,31-07-2018,10-09-2018,TED Salon Optum,17,675,"health, health care, blindness, public health, sight, global issues, technology, medicine, economics, TED Fellows"
23117,The surprising link between stress and memory,Elizabeth Cox,831704,04-09-2018,04-09-2018,TED-Ed,,286,"TED-Ed, health, memory"
23129,How we can make energy more affordable for low-income families,DeAndrea Salvador,1546646,10-04-2018,02-10-2018,TED2018,17,331,"sustainability, energy, electricity, science, technology, solar energy, TED Fellows, economics, future, community, social change, society, public health, finance, activism, environment"
23174,How police and the public can create safer neighborhoods together,Tracie Keesee,1360681,07-06-2018,25-09-2018,TED Salon Brightline Initiative,28,597,"law, crime, community, security, peace, society, justice system, social change"
23248,Can you solve the rebel supplies riddle?,Alex Gendler,1444997,10-09-2018,10-09-2018,TED-Ed,,277,"TED-Ed, education"
23413,America's most invisible communities -- mobile home parks,Esther Sullivan,19430,08-07-2017,04-09-2018,TEDxMileHigh,,876,"homelessness, life, architecture, urban planning"
23416,I hate McMansions -- and you should too,Kate Wagner,324903,21-10-2016,04-09-2018,TEDxMidAtlantic,,674,"art, architecture, design, urban planning, education"
23418,How prefab homes can transform affordable housing,Antón García-Abril,14934,19-11-2016,04-09-2018,TEDxYouth@Beaconstreet,,449,"design, architecture, industrial design, sustainability, engineering"
23420,Is there any truth to the King Arthur legends?,Alan Lupack,1240212,11-09-2018,11-09-2018,TED-Ed,,332,"TED-Ed, history, education, culture, world cultures"
23421,How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,1776185,31-05-2018,09-10-2018,TED Residency,15,398,"TED Residency, business, entrepreneur, innovation, investment, finance, cryptocurrency, blockchain, technology, future"
23422,What is the universe expanding into?,Sajan Saini,1088299,06-09-2018,06-09-2018,TED-Ed,,344,"TED-Ed, universe, space, solar system, big bang, Planets, science, cosmos, travel"
23423,Could the Earth be swallowed by a black hole?,Fabio Pacucci,870312,20-09-2018,20-09-2018,TED-Ed,,298,"TED-Ed, space, science, big bang, universe, cosmos, solar system, Planets"
23466,Why we need to make education more accessible to the deaf,Nyle DiMarco,170070,16-06-2018,05-09-2018,TEDxKlagenfurt,,868,"life, education, disability, hearing, communication"
23479,Why should you read Edgar Allan Poe?,Scott Peeples,850414,18-09-2018,18-09-2018,TED-Ed,,293,"TED-Ed, literature, education, novel, writing, books, book, history"
23480,"Everything you need to know to read ""The Canterbury Tales""",Iseult Gillespie,441627,02-10-2018,03-10-2018,TED-Ed,,270,"literature, TED-Ed, books, book, novel, history, culture, world cultures, writing, animation"
23483,The fascinating history of cemeteries ,Keith Eggener,2176777,30-10-2018,30-10-2018,TED-Ed,,313,"history, TED-Ed, culture, world cultures, death"
23515,What happened when we tested thousands of abandoned rape kits in Detroit,Kym Worthy,1688410,19-07-2018,26-09-2018,TED@UPS,35,1145,"activism, sexual violence, social change, women, society, collaboration, crime, criminal justice"
23583,3 lessons on decision-making from a poker champion,Liv Boeree,3004987,10-04-2018,01-10-2018,TED2018,47,367,"gaming, math, sports, psychology, choice"
23658,How I'm using LEGO to teach Arabic,Ghada Wali,1700167,27-08-2017,13-09-2018,TEDGlobal 2017,23,499,"language, art, society, Middle East, social change, graphic design, design"
23684,¿Por qué nos emociona la música?,Paolo Bortolameolli,645109,26-04-2018,24-09-2018,TED en Español en NYC,,948,TED en Español
23713,What Americans agree on when it comes to health,Rebecca Onie,1723523,31-07-2018,10-10-2018,TED Salon Optum,62,776,"health, health care, public health, United States, social change, society, medical research, medicine"
23714,Why can't we see evidence of alien life?,Chris Anderson,2309251,25-03-2012,30-01-2020,TED-Ed,,354,"education, TED-Ed, space, Planets, animation, big bang, universe, exploration"
23716,How many universes are there?,Chris Anderson,1331445,25-03-2012,16-01-2020,TED-Ed,,271,"education, TED-Ed, space, animation, universe, big bang, physics"
23722,How folding paper can get you to the moon,Adrián Paenza,4052970,24-04-2012,09-11-2018,TED-Ed,,219,"math, TED-Ed, space, science"
23723,Sex determination: More complicated than you thought,Aaron Reedy,2464869,24-04-2012,30-01-2020,TED-Ed,,336,"animation, sex, TED-Ed, education, genetics, animals, gender, DNA, human body"
23724,Insults by Shakespeare,April Gudenrath,1381226,30-04-2012,30-01-2020,TED-Ed,,373,"literature, history, TED-Ed, animation, education, book, books, culture, world cultures, arts"
23727,One is one... or is it?,Christopher Danielson,1189441,21-05-2012,30-01-2020,TED-Ed,,223,"animation, TED-Ed, math, education, food"
23734,How to speed up chemical reactions (and get a date),Aaron Sams,1342052,08-06-2012,30-01-2020,TED-Ed,,283,"chemistry, education, TED-Ed, animation, science, relationships"
23735,How do pain relievers work?,George Zaidan,2724392,22-06-2012,26-11-2018,TED-Ed,,243,"medicine, TED-Ed, health care, health, biology, science"
23736,Calculating the odds of intelligent alien life,Jill Tarter,949395,02-07-2012,30-01-2020,TED-Ed,,436,"animation, space, TED-Ed, education, Planets, science, universe, math"
23738,The survival of the sea turtle,Scott Gass,1452250,13-07-2012,16-11-2018,TED-Ed,,254,"oceans, TED-Ed, science, biology, natural resources, marine biology, climate change, nature"
23740,How big is infinity?,Dennis Wildfogel,2360193,17-07-2012,07-11-2018,TED-Ed,,421,"TED-Ed, space, math"
23751,"How big is a mole? (Not the animal, the other one.)",Daniel Dulek,1414090,11-09-2012,30-01-2020,TED-Ed,,261,"TED-Ed, animals, animation, education, math, chemistry, science"
23758,The art of the metaphor,Jane Hirshfield,898832,24-09-2012,30-01-2020,TED-Ed,,327,"literature, grammar, speech, animation, TED-Ed, education, emotions"
23762,Why do competitors open their stores next to one another?,Jac de Haan,4170488,01-10-2012,05-12-2018,TED-Ed,,235,"TED-Ed, math, business, economics, behavioral economics"
23770,Rethinking thinking,Trevor Maber,525847,15-10-2012,18-12-2019,TED-Ed,,323,"business, communication, relationships, TED-Ed, animation, education"
23772,The city of walls: Constantinople,Lars Brownworth,960579,18-10-2012,30-01-2020,TED-Ed,,241,"history, education, animation, culture, TED-Ed, world cultures, ancient world, archaeology, architecture, war"
23773,Diagnosing a zombie: Brain and body (Part one),Bradley Voytek,649107,22-10-2012,14-12-2018,TED-Ed,,216,"consciousness, TED-Ed, science, science fiction"
23777,A glimpse of teenage life in ancient Rome,Ray Laurence,9708916,29-10-2012,11-01-2019,TED-Ed,,375,"history, ancient world, TED-Ed, animation"
23780,Does your vote count? The Electoral College explained,Christina Greer,3571028,01-11-2012,02-01-2019,TED-Ed,,305,"animation, TED-Ed, democracy, history"
23783,A needle in countless haystacks: Finding habitable worlds,Ariel Anbar,365259,08-11-2012,10-12-2018,TED-Ed,,299,"TED-Ed, space, science, universe, Planets"
23785,An antihero of one's own,Tim Adams,1013133,13-11-2012,13-02-2020,TED-Ed,,239,"literature, TED-Ed, education, animation, storytelling"
23786,Does stress cause pimples?,Claudia Aguirre,937460,15-11-2012,13-02-2020,TED-Ed,,223,"animation, TED-Ed, education, health, human body, mental health, brain"
23788,Three anti-social skills to improve your writing,Nadia Kalman,1937044,20-11-2012,13-02-2020,TED-Ed,,215,"animation, writing, education, TED-Ed, literature, language"
23789,The genius of Mendeleev's periodic table,Lou Serico,1398297,21-11-2012,13-02-2020,TED-Ed,,252,"TED-Ed, education, animation, science, history, innovation, discovery, invention"
23791,How did English evolve?,Kate Gardoqui,899232,27-11-2012,13-02-2020,TED-Ed,,293,"animation, education, TED-Ed, language, speech"
23794,How do cancer cells behave differently from healthy ones?,Charles Morton,1266792,05-12-2012,13-02-2020,TED-Ed,,219,"animation, TED-Ed, human body, disease, cancer, healthcare, education, biology, illness, health, science"
23799,Situational irony: The opposite of what you think,Christopher Warner,1708695,13-12-2012,12-12-2018,TED-Ed,,180,"literature, TED-Ed, language"
23800,"Why is there a ""b"" in doubt?",Gina Cooke,550197,17-12-2012,18-01-2019,TED-Ed,,195,"history, language, speech, animation, TED-Ed"
23801,What is color?,Colm Kelleher,604880,18-12-2012,04-01-2019,TED-Ed,,178,"consciousness, TED-Ed, physics, science, animation"
23806,You are your microbes,Jessica Green,1565125,07-01-2013,09-01-2019,TED-Ed,,214,"science, TED-Ed, health, animation, human body"
23807,How we see color,Colm Kelleher,754036,08-01-2013,23-01-2019,TED-Ed,,211,"science, animation, TED-Ed, sight"
23811,How to defeat a dragon with math,Garth Sundem,2513088,15-01-2013,13-02-2020,TED-Ed,,215,"TED-Ed, education, animation, math"
23813,Is light a particle or a wave?,Colm Kelleher,939857,17-01-2013,02-01-2019,TED-Ed,,253,"history, science, TED-Ed, animation"
23818,In on a secret? That's dramatic irony,Christopher Warner,953862,29-01-2013,13-02-2020,TED-Ed,,158,"literature, writing, storytelling, TED-Ed, animation, education"
23827,Inside OKCupid: The math of online dating,Christian Rudder,1072130,13-02-2013,16-01-2019,TED-Ed,,439,"technology, math, TED-Ed, relationships, animation"
23837,"How to organize, add and multiply matrices",Bill Shillito,385333,04-03-2013,12-02-2019,TED-Ed,,269,"TED-Ed, animation, economics, math"
23841,The difference between classical and operant conditioning,Peggy Andover,1755815,07-03-2013,31-01-2019,TED-Ed,,242,"history, psychology, consciousness, TED-Ed, animation"
23843,How Mendel's pea plants helped us understand genetics,Hortensia Díaz,2080147,12-03-2013,13-02-2020,TED-Ed,,176,"science, DNA, TED-Ed, genetics, history, education, discovery, animation"
23844,What is verbal irony?,Christopher Warner,1341711,13-03-2013,19-12-2018,TED-Ed,,196,"literature, TED-Ed, speech, animation"
23845,The infamous and ingenious Ho Chi Minh Trail,Cameron Paterson,750969,14-03-2013,28-01-2019,TED-Ed,,220,"history, TED-Ed, war, animation"
23847,Why do we see illusions?,Mark Changizi,121463,20-03-2013,12-02-2019,TED-Ed,,436,"consciousness, TED-Ed, animation, illusion, sight, brain, science, biology"
23850,Euclid's puzzling parallel postulate,Jeff Dekofsky,128836,26-03-2013,12-02-2019,TED-Ed,,201,"TED-Ed, animation, math"
23862,The beginning of the universe for beginners,Tom Whyntie,892230,09-04-2013,01-02-2019,TED-Ed,,206,"technology, science, space, universe, TED-Ed, animation"
23863,What cameras see that our eyes don't,Bill Shribman,337655,10-04-2013,12-02-2019,TED-Ed,,185,"technology, sight, animation, biology, TED-Ed, photography"
23864,How is power divided in the United States government?,Belinda Stutzman,1637205,12-04-2013,13-02-2020,TED-Ed,,215,"animation, government, TED-Ed, education, history, United States, politics"
23865,What is Zeno's Dichotomy Paradox?,Colm Kelleher,2823639,15-04-2013,12-02-2019,TED-Ed,,236,"philosophy, TED-Ed, animation"
23877,How did feathers evolve?,Carl Zimmer,647864,02-05-2013,12-02-2019,TED-Ed,,192,"TED-Ed, animation, animals, evolution, dinosaurs, paleontology, archaeology, nature"
23878,Big Data,Tim Smith,462038,03-05-2013,16-01-2020,TED-Ed,,350,"animation, data, TED-Ed, education, physics, global issues, Internet"
23879,What happened to antimatter?,Rolf Landua,1410893,03-05-2013,08-02-2019,TED-Ed,,302,"TED-Ed, animation, science, dark matter, space, universe, big bang"
23880,Dark matter: The matter we can't see,James Gillies,2172612,03-05-2013,06-02-2019,TED-Ed,,319,"TED-Ed, science, animation, universe, dark matter"
23886,Four sisters in Ancient Rome,Ray Laurence,7699049,14-05-2013,05-04-2019,TED-Ed,,503,"history, TED-Ed, ancient world, animation, anthropology, culture, world cultures"
23887,The brilliance of bioluminescence,Leslie Kenna,1746189,15-05-2013,01-04-2019,TED-Ed,,234,"animals, fish, animation, TED-Ed, science, evolution, oceans, biology, invention, innovation, technology"
23889,What's an algorithm?,David Malan,1366987,20-05-2013,12-02-2019,TED-Ed,,282,"animation, TED-Ed, algorithm, math, computers, technology"
23891,What is fat?,George Zaidan,1853617,22-05-2013,22-02-2019,TED-Ed,,247,"TED-Ed, animation, health, human body, health care, healthcare, public health, physiology, food, science"
23894,Is space trying to kill us?,Ron Shaneyfelt,295904,28-05-2013,01-04-2019,TED-Ed,,196,"TED-Ed, space, animation, universe, Planets, asteroid, humanity, Sun"
23895,What on Earth is spin?,Brian Jones,149168,29-05-2013,05-04-2019,TED-Ed,,221,"TED-Ed, space, animation, universe, physics, Planets, science"
23896,Gyotaku: The ancient Japanese art of printing fish,K. Dodge,370451,30-05-2013,12-02-2019,TED-Ed,,202,"anthropology, TED-Ed, animation, fish, animals, photography, art, arts, history"
23903,What color is Tuesday? Exploring synesthesia,Richard Cytowic,1231070,10-06-2013,24-04-2019,TED-Ed,,221,"consciousness, TED-Ed, animation, sight, brain, science, neurology, neuroscience"
23912,How big is the ocean?,Scott Gass,2370483,24-06-2013,22-02-2019,TED-Ed,,310,"animals, TED-Ed, animation, oceans, climate change, water, science, geology, biology, nature, natural resources"
23913,Is there a center of the universe?,Marjee Chmiel,551032,25-06-2013,08-03-2019,TED-Ed,,238,"TED-Ed, space, animation, solar system, universe, science, travel, big bang, cosmos, Planets"
23915,How to set the table,Anna Post,1059466,26-06-2013,28-02-2020,TED-Ed,,191,"animation, TED-Ed, education, history, food"
23916,If superpowers were real: Body mass,Joy Lin,1269698,27-06-2013,12-02-2019,TED-Ed,,365,"animation, physics, TED-Ed, science"
23917,If superpowers were real: Super speed,Joy Lin,1647393,27-06-2013,12-02-2019,TED-Ed,,251,"TED-Ed, animation, science, physics"
23918,If superpowers were real: Super strength,Joy Lin,1906274,27-06-2013,15-02-2019,TED-Ed,,207,"animation, human body, physics, TED-Ed, science"
23919,If superpowers were real: Immortality,Joy Lin,4348500,27-06-2013,12-02-2019,TED-Ed,,231,"TED-Ed, animation, physics, science, death, life"
23920,If superpowers were real: Flight,Joy Lin,1902085,27-06-2013,12-02-2019,TED-Ed,,273,"animation, TED-Ed, science, physics, flight"
23921,If superpowers were real: Invisibility,Joy Lin,1284756,27-06-2013,12-02-2019,TED-Ed,,234,"TED-Ed, animation, science, physics"
23923,Inside your computer,Bettina Bair,1651019,01-07-2013,28-02-2020,TED-Ed,,236,"technology, computers, TED-Ed, education, animation, software, programming"
23927,Free falling in outer space,Dr. Carlson,167186,06-07-2013,05-04-2019,TED-Ed,,164,"animation, science, TED-Ed, space, Planets, physics, universe, astronomy, physiology, human body"
23928,Myths and misconceptions about evolution,Alex Gendler,1959002,08-07-2013,22-02-2019,TED-Ed,,247,"TED-Ed, animation, animals, evolution, education, science, genetics, history"
23929,Comma story,Terisa Folaron,1869205,09-07-2013,28-02-2020,TED-Ed,,285,"animation, TED-Ed, grammar, education, writing, language"
23930,The infinite life of pi,Reynaldo Lopes,1040984,10-07-2013,14-03-2019,TED-Ed,,210,"animation, TED-Ed, math"
23931,Da Vinci's Vitruvian Man of math,James Earle,1773511,11-07-2013,28-02-2020,TED-Ed,,186,"TED-Ed, animation, math, education, art, history, world cultures, culture, religion, philosophy, painting"
23933,What is dyslexia?,Kelli Sandman-Hurley,3622093,15-07-2013,28-02-2020,TED-Ed,,259,"animation, TED-Ed, education, speech, brain, language"
23936,How to read music,Tim Hansen,3772790,18-07-2013,01-04-2019,TED-Ed,,316,"music, literature, animation, TED-Ed, brain"
23938,A brief history of plural word...s,John McWhorter,664539,22-07-2013,22-03-2019,TED-Ed,,252,"TED-Ed, language, animation, history, culture, world cultures"
23942,The terrors of sleep paralysis,Ami Angelowicz,835909,25-07-2013,15-03-2019,TED-Ed,,274,"consciousness, animation, TED-Ed, brain, health, sleep, physiology, healthcare, biology, human body, health care"
23955,Who won the space race?,Jeff Steers,1074082,14-08-2013,28-02-2020,TED-Ed,,272,"history, space, education, animation, TED-Ed, exploration, United States"
23956,Should you trust your first impression?,Peter Mende-Siedlecki,2023250,15-08-2013,05-04-2019,TED-Ed,,263,"psychology, TED-Ed, animation, brain, human body"
23958,The Arctic vs. the Antarctic,Camille Seaman,2724244,19-08-2013,28-02-2020,TED-Ed,,249,"animation, TED-Ed, Antarctica, education, glacier, climate change, animals, oceans, science, biology, environment, sustainability"
23965,What is déjà vu? What is déjà vu?,Michael Molina,2562469,28-08-2013,15-02-2019,TED-Ed,,220,"consciousness, psychology, brain, TED-Ed, neurology, animation, neuroscience"
23968,The moon illusion,Andrew Heuvel,640937,03-09-2013,12-04-2019,TED-Ed,,233,"TED-Ed, animation, Moon, space, illusion, sight, science"
23971,What is love?,Brad Troeger,1196869,09-09-2013,12-04-2019,TED-Ed,,284,"philosophy, love, animation, TED-Ed, brain, evolution, emotions, relationships, evolutionary psychology, science"
23972,What are stem cells?,Craig Kohn,977009,10-09-2013,28-02-2020,TED-Ed,,235,"animation, medicine, TED-Ed, medical research, DNA, education, human body, technology"
23973,"Urbanization and the evolution of cities across 10,000 years",Vance Kite,1425778,12-09-2013,28-02-2020,TED-Ed,,233,"history, sociology, urban, agriculture, TED-Ed, urban planning, cities, population, climate change, education, animation"
23976,"Light waves, visible and invisible",Lucianne Walkowicz,534490,19-09-2013,15-03-2019,TED-Ed,,343,"TED-Ed, science, animation, sight, human body, physiology"
23977,The physics of human sperm vs. the physics of the sperm whale,Aatish Bhatia,3258290,23-09-2013,12-02-2019,TED-Ed,,242,"TED-Ed, animation, biology, sex, human body, animals, genetics, physics, physiology, natural resources, nature, marine biology, oceans"
23979,"Are Elvish, Klingon, Dothraki and Na'vi real languages?",John McWhorter,2652217,26-09-2013,12-02-2019,TED-Ed,,305,"TED-Ed, language, literature, animation, books, television, book, grammar, speech, movies, invention"
23980,Kabuki: The people's dramatic art,Amanda Mattes,613278,30-09-2013,22-02-2019,TED-Ed,,240,"history, world cultures, culture, performance art, performance, dance, Asia, theater, TED-Ed, animation"
23981,The most groundbreaking scientist you've never heard of,Addison Anderson,2634612,01-10-2013,12-04-2019,TED-Ed,,258,"history, science, TED-Ed, geology, animation, medical research, human body, ancient world, evolution, paleontology"
23986,The uncertain location of electrons,Charles Morton,690715,14-10-2013,01-03-2019,TED-Ed,,212,"science, molecular biology, biology, animation, genetics, evolution, TED-Ed"
23998,Why is yawning contagious?,Claudia Aguirre,2075170,07-11-2013,12-02-2019,TED-Ed,,254,"TED-Ed, animation, physiology, biology, human body, science, brain"
24003,The chemistry of cookies,Stephanie Warren,2157806,19-11-2013,22-02-2019,TED-Ed,,255,"TED-Ed, animation, science, chemistry, bacteria, food"
24006,The loathsome lethal mosquito,Rose Eveleth,11923356,02-12-2013,15-02-2019,TED-Ed,,145,"animation, TED-Ed, animals, disease, biology, climate change, science, evolution, insects"
24012,The death of the universe,Renée Hlozek,1100516,12-12-2013,12-04-2019,TED-Ed,,260,"universe, animation, death, TED-Ed, space, energy, dark matter, science"
24016,How do we smell?,Rose Eveleth,1316915,19-12-2013,22-02-2019,TED-Ed,,244,"TED-Ed, animation, smell, human body, science, biology, physiology"
24017,Should we eat bugs?,Emma Bryce,2487638,02-01-2014,15-02-2019,TED-Ed,,276,"TED-Ed, animation, insects, science, biology, human body, food, environment, culture"
24019,How to build a fictional world,Kate Messner,5091788,09-01-2014,15-02-2019,TED-Ed,,303,"literature, TED-Ed, animation, movies, writing, culture, science fiction, book, books"
24020,The mystery of motion sickness,Rose Eveleth,1277660,13-01-2014,15-02-2019,TED-Ed,,175,"TED-Ed, animation, science, human body, biology, medicine"
24021,The Infinite Hotel Paradox,Jeff Dekofsky,17625356,16-01-2014,22-05-2019,TED-Ed,,346,"animation, TED-Ed, math"
24024,How fast are you moving right now?,Tucker Hiatt,1521547,27-01-2014,22-03-2019,TED-Ed,,354,"animation, science, TED-Ed, Planets, universe, space, physics"
24026,What percentage of your brain do you use?,Richard Cytowic,2854930,30-01-2014,12-04-2019,TED-Ed,,300,"psychology, brain, science, human body, health, intelligence, neurology, animation, TED-Ed, neuroscience"
24033,An athlete uses physics to shatter world records,Asaf Bar-Yosef,1662320,18-02-2014,15-05-2019,TED-Ed,,215,"TED-Ed, physics, physiology, animation, science, exercise, sports, human body"
24035,What is the universe made of?,Dennis Wildfogel,458675,25-02-2014,22-02-2019,TED-Ed,,230,"animation, space, TED-Ed, universe, astronomy, big bang, science"
24036,Why do we cry? The three types of tears,Alex Gendler,5745573,26-02-2014,12-02-2019,TED-Ed,,223,"TED-Ed, animation, biology, physiology, human body"
24041,The science of spiciness,Rose Eveleth,2894910,10-03-2014,15-02-2019,TED-Ed,,219,"TED-Ed, animation, science, food, history, human body, culture, brain"
24044,The case of the vanishing honeybees,Emma Bryce,517333,18-03-2014,15-03-2019,TED-Ed,,213,"TED-Ed, animation, bees, science, biology, nature, climate change, farming, insects"
24045,Dead stuff: The secret ingredient in our food chain,Eric Berlow,478870,20-03-2014,01-04-2019,TED-Ed,,216,"TED-Ed, animation, animals, ecology, energy, food"
24048,How many ways can you arrange a deck of cards?,Yannay Khaikin,1352380,27-03-2014,01-03-2019,TED-Ed,,207,"animation, TED-Ed, math"
24049,Sugar: Hiding in plain sight,Robert Lustig,937215,31-03-2014,22-03-2019,TED-Ed,,228,"health, public health, food, animation, TED-Ed, human body, physiology"
24053,Why is ketchup so hard to pour?,George Zaidan,2393176,08-04-2014,22-02-2019,TED-Ed,,254,"TED-Ed, physics, animation, food, science"
24060,How tsunamis work,Alex Gendler,6189964,24-04-2014,12-02-2019,TED-Ed,,201,"oceans, weather, TED-Ed, animation, science, climate change, marine biology, prediction, water, nature, natural disaster"
24063,The case of the missing fractals,Alex Rosenthal,650541,29-04-2014,12-04-2019,TED-Ed,,277,"animation, TED-Ed, math, education, design"
24064,The fundamentals of space-time: Part 2,Andrew Pontzen,721367,01-05-2014,01-03-2019,TED-Ed,,275,"TED-Ed, animation, universe, space, time, physics"
24067,The science of attraction,Dawn Maslar,4700595,08-05-2014,08-03-2019,TED-Ed,,259,"health, psychology, science, self, relationships, sex, TED-Ed, chemistry, animation, humanity, brain, human body, physiology"
24069,The science of symmetry,Colm Kelleher,525988,13-05-2014,15-03-2019,TED-Ed,,293,"TED-Ed, animation, science, animals, evolution"
24072,How the heart actually pumps blood,Edmond Hui,2647481,20-05-2014,01-03-2019,TED-Ed,,252,"healthcare, heart health, health, health care, public health, biology, science, human body, physiology, TED-Ed, animation"
