talk_id,title,speaker_1,views,recorded_date,published_date,event,comments,duration,Topics
1161,Wearing nothing new,Jessi Arrington,1462058,03-03-2011,03-06-2011,TEDActive 2011,204,324,"consumerism, creativity, culture, design, fashion"
1162,"We need a ""moral operating system""",Damon Horowitz,803554,14-05-2011,06-06-2011,TEDxSiliconValley,139,978,"TEDx, culture, philosophy, technology"
1163,Building a dinosaur from a chicken,Jack Horner,3421536,04-03-2011,07-06-2011,TED2011,202,996,"dinosaurs, genetics, paleontology, science"
1164,Taking imagination seriously,Janet Echelman,2297341,03-03-2011,07-06-2011,TED2011,2529,566,"art, cities, culture, data, design, technology, visualizations"
1165,The world's first charter city?,Paul Romer,515102,03-03-2011,09-06-2011,TED2011,388,553,"business, cities, culture, design, global issues"
1166,Is anatomy destiny?,Alice Dreger,1225343,15-12-2010,10-06-2011,TEDxNorthwesternU,267,1128,"Gender spectrum, TEDx, culture, gender"
1167,Break the silence for suicide attempt survivors,JD Schramm,1909421,03-03-2011,11-06-2011,TEDActive 2011,345,254,"communication, culture, depression, mental health, storytelling, suicide"
1168,Medicine's future? There's an app for that,Daniel Kraft,1017619,04-04-2011,13-06-2011,TEDxMaastricht,129,1101,"TEDx, design, health care, science, technology"
1169,How I became 100 artists,Shea Hembrey,1619817,03-03-2011,14-06-2011,TED2011,289,1008,"art, creativity, design, storytelling"
1170,"A manifesto for play, for Bulgaria and beyond",Steve Keil,690173,08-01-2011,15-06-2011,TEDxBG,202,1076,"Europe, TEDx, business, culture, economics, play, social change"
1171,Haunting photos of polar ice,Camille Seaman,1170370,03-03-2011,16-06-2011,TED2011,131,251,"TED Fellows, art, glacier, global issues, photography, Antarctica"
1172,This is beatjazz,Onyx Ashanti,886713,24-05-2011,17-06-2011,Full Spectrum Auditions,227,389,"design, entertainment, live music, music, technology"
1173,A cello with many voices,Maya Beiser,993726,02-03-2011,17-06-2011,TED2011,100,1209,"design, entertainment, live music, music, technology"
1174,A future beyond traffic gridlock,Bill Ford,898826,03-03-2011,20-06-2011,TED2011,287,1008,"cars, cities, design, mobility, technology, infrastructure, driverless cars"
1175,Different ways of knowing,Daniel Tammet,2268021,03-03-2011,21-06-2011,TED2011,227,653,"brain, culture"
1176,A circle of caring,Jok Church,811651,03-03-2007,22-06-2011,TED2007,80,213,"culture, love, storytelling, LGBT"
1177,A history of the universe in sound,Honor Harger,998812,18-05-2011,23-06-2011,TEDSalon London Spring 2011,88,676,"art, astronomy, design, entertainment, physics, sound, technology"
1178,On being just crazy enough,Joshua Walters,1860230,24-05-2011,24-06-2011,Full Spectrum Auditions,244,351,"brain, depression, entertainment, mental health, performance"
1180,A Rosetta Stone for a lost language,Rajesh Rao,2119627,02-03-2011,28-06-2011,TED2011,239,1021,"computers, history, language, science"
1181,Meet e-Patient Dave,Dave deBronkart,651933,04-04-2011,29-06-2011,TEDxMaastricht,204,991,"TEDx, collaboration, culture, data, health care, science, technology"
1182,Building a park in the sky,Robert Hammond,873512,03-03-2011,30-06-2011,TED2011,99,341,"activism, cities, culture, public spaces, architecture"
1183,Try something new for 30 days,Matt Cutts,12481445,03-03-2011,01-07-2011,TED2011,916,207,"culture, success"
1184,Cooking as never seen before,Nathan Myhrvold,1615139,03-03-2011,05-07-2011,TED2011,161,605,"creativity, design, entertainment, food, photography, technology, art"
1185,The beautiful tricks of flowers,Jonathan Drori,1081887,18-05-2011,06-07-2011,TEDSalon London Spring 2011,204,828,"bees, biology, botany, environment, insects, life, science, sex, plants"
1186,Don't take consciousness for granted,Simon Lewis,787801,01-12-2010,07-07-2011,INK Conference,217,1337,"consciousness, medicine, technology, Best of the Web"
1187,Caring for engineered tissue,Nina Tandon,558323,02-03-2011,08-07-2011,TED2011,165,253,"TED Fellows, biology, biomimicry, biotech, science"
1188,Let's take back the Internet!,Rebecca MacKinnon,821805,12-07-2011,13-07-2011,TEDGlobal 2011,129,892,"culture, protests, social media, surveillance, encryption"
1189,A global culture to fight extremism,Maajid Nawaz,826609,12-07-2011,14-07-2011,TEDGlobal 2011,269,1073,"culture, democracy, global issues, politics"
1190,"Trial, error and the God complex",Tim Harford,2057191,13-07-2011,15-07-2011,TEDGlobal 2011,354,1087,"business, creativity, culture, society"
1191,See Yemen through my eyes,Nadia Al-Sakkaf,591756,13-07-2011,18-07-2011,TEDGlobal 2011,199,818,"communication, global issues, journalism, war, women"
1192,"Fighting viruses, defending the net",Mikko Hypponen,1856168,14-07-2011,19-07-2011,TEDGlobal 2011,228,1054,"Internet, TEDx, computers, crime, global issues, technology, virus"
1193,"Embracing otherness, embracing myself",Thandie Newton,3055016,13-07-2011,20-07-2011,TEDGlobal 2011,670,835,"culture, entertainment, psychology, self, film"
1194,How algorithms shape our world,Kevin Slavin,4210667,13-07-2011,21-07-2011,TEDGlobal 2011,304,922,"complexity, computers, social change, technology"
1195,A robot that flies like a bird,Markus Fischer,8666744,15-07-2011,22-07-2011,TEDGlobal 2011,453,379,"animals, biomechanics, biomimicry, design, robots, technology"
1196,Time to end the war in Afghanistan,Rory Stewart,779954,15-07-2011,25-07-2011,TEDGlobal 2011,218,1202,"Foreign Policy, Middle East, global issues, military, peace, war"
1197,The surprising math of cities and corporations,Geoffrey West,1588408,12-07-2011,26-07-2011,TEDGlobal 2011,244,1053,"biology, business, cities, complexity, math, science, infrastructure"
1198,The origins of pleasure,Paul Bloom,2147523,13-07-2011,27-07-2011,TEDGlobal 2011,216,977,"happiness, philosophy, psychology, science"
1199,Ending hunger now,Josette Sheeran,958037,14-07-2011,28-07-2011,TEDGlobal 2011,166,1150,"culture, economics, food, global issues, peace, politics, war"
1200,5 ways to listen better,Julian Treasure,8267202,11-07-2011,29-07-2011,TEDGlobal 2011,390,470,"culture, sound, social change"
1201,After your final status update,Adam Ostrow,1284884,11-07-2011,01-08-2011,TEDGlobal 2011,192,329,"consciousness, culture, self, social change, social media, technology"
1202,Wireless data from every light bulb,Harald Haas,2728223,13-07-2011,02-08-2011,TEDGlobal 2011,382,771,"Internet, cities, invention, technology"
1203,How language transformed humanity,Mark Pagel,1724019,13-07-2011,03-08-2011,TEDGlobal 2011,417,1210,"biology, communication, culture, evolution, language, science"
1204,Are we filtering the wrong microbes?,Jessica Green,643771,14-07-2011,04-08-2011,TEDGlobal 2011,76,325,"TED Fellows, health, microbiology, science"
1205,"Suddenly, my body",Eve Ensler,1534361,04-12-2010,05-08-2011,TEDWomen 2010,310,778,"activism, brain, cancer, culture, poetry, human body"
1206,The demise of guys?,Philip Zimbardo,2477937,01-03-2011,05-08-2011,TED2011,686,286,"culture, feminism, gaming, gender, sex"
1207,The shareable future of cities,Alex Steffen,1075217,12-07-2011,08-08-2011,TEDGlobal 2011,134,613,"architecture, cities, collaboration, design, energy, environment, green, technology, infrastructure"
1208,The great penguin rescue,Dyan deNapoli,441284,28-06-2011,09-08-2011,TEDxBoston 2011,82,703,"TEDx, animals, birds, collaboration, global issues, oceans, science"
1209,One day of peace,Jeremy Gilley,935029,15-07-2011,10-08-2011,TEDGlobal 2011,312,1061,"activism, collaboration, global issues, peace, war, nonviolence"
1210,Finding planets around other stars,Lucianne Walkowicz,1249486,11-07-2011,11-08-2011,TEDGlobal 2011,138,264,"TED Fellows, exploration, science, technology, universe, telescopes, Sun"
1211,The magic of truth and lies (and iPods),Marco Tempest,6221612,14-07-2011,12-08-2011,TEDGlobal 2011,385,307,"art, design, entertainment, illusion, magic, music, technology"
1212,Beware conflicts of interest,Dan Ariely,1295050,01-03-2011,29-08-2011,TED2011,71,335,"cognitive science, economics, medical research, science, technology"
1213,DNA clues to our inner neanderthal,Svante Pääbo,1538231,14-07-2011,30-08-2011,TEDGlobal 2011,145,1021,"DNA, biology, evolution, science"
1214,Pay attention to nonviolence,Julia Bacha,861624,13-07-2011,31-08-2011,TEDGlobal 2011,345,651,"communication, compassion, entertainment, film, peace, violence, war, nonviolence"
1215,Can we make things that make themselves?,Skylar Tibbits,1075122,24-02-2011,01-09-2011,TED2011,165,364,"TED Fellows, design, technology"
1216,Compassion and the true meaning of empathy,Joan Halifax,1828565,03-12-2010,02-09-2011,TEDWomen 2010,184,841,"Buddhism, compassion, culture, death, global issues"
1217,Unintended consequences,Edward Tenner,879640,02-03-2011,06-09-2011,TED2011,78,970,"culture, design, history, invention, technology"
1218,Making matter come alive,Lee Cronin,772472,13-07-2011,08-09-2011,TEDGlobal 2011,248,911,"biology, life, nanoscale, science, marine biology"
1219,Shake up your story,Raghava KK,1038570,12-07-2011,09-09-2011,TEDGlobal 2011,163,270,"creativity, design, entertainment, technology, books, storytelling"
1220,Does democracy stifle economic growth?,Yasheng Huang,1110508,12-07-2011,12-09-2011,TEDGlobal 2011,388,1131,"Asia, culture, democracy, economics, global issues, politics, india"
1221,Hire the hackers!,Misha Glenny,1446216,13-07-2011,13-09-2011,TEDGlobal 2011,195,1119,"Internet, computers, crime, global issues, technology"
1222,The art of wearable communication,Kate Hartman,973947,02-03-2011,14-09-2011,TED2011,174,545,"art, communication, culture, glacier"
1223,Welcome to the genomic revolution,Richard Resnick,1046304,06-07-2011,15-09-2011,TEDxBoston 2011,149,662,"DNA, TEDx, biotech, health care, science, technology, bioethics"
1224,The conscience of television,Lauren Zalaznick,793895,03-12-2010,16-09-2011,TEDWomen 2010,169,792,"culture, entertainment, television"
1226,The 6 killer apps of prosperity,Niall Ferguson,1770508,14-07-2011,19-09-2011,TEDGlobal 2011,613,1219,"business, culture, economics, global issues"
1227,What we learned from 5 million books,Jean-Baptiste Michel,2061770,24-07-2011,20-09-2011,TEDxBoston 2011,323,848,"Google, TEDx, data, design, library, technology, visualizations, writing"
1228,Selling condoms in the Congo,Amy Lockwood,926828,14-07-2011,21-09-2011,TEDGlobal 2011,106,256,"Africa, business, global issues, marketing, philanthropy, HIV"
1229,Fighting a contagious cancer,Elizabeth Murchison,554645,14-07-2011,22-09-2011,TEDGlobal 2011,146,783,"animals, biology, cancer, science"
1230,"Doodlers, unite!",Sunni Brown,1527140,03-03-2011,23-09-2011,TED2011,249,350,"business, creativity, culture, presentation"
1231,A doctor's touch,Abraham Verghese,1735592,14-07-2011,26-09-2011,TEDGlobal 2011,236,1112,"communication, culture, health, health care, medicine, science"
1232,A short intro to the Studio School,Geoff Mulgan,766226,12-07-2011,27-09-2011,TEDGlobal 2011,163,376,"creativity, culture, design, education, work"
1233,Filming democracy in Ghana,Jarreth Merz,433516,14-07-2011,28-09-2011,TEDGlobal 2011,53,516,"Africa, democracy, entertainment, film, global issues, politics"
1234,Battling bad science,Ben Goldacre,2740209,13-07-2011,29-09-2011,TEDGlobal 2011,346,859,"data, health care, illness, illusion, medicine, science, pharmaceuticals"
1235,A flirtatious aria,Danielle de Niese,884881,12-07-2011,30-09-2011,TEDGlobal 2011,126,355,"creativity, entertainment, sex, theater"
1236,The generation that's remaking China,Yang Lan,2061831,13-07-2011,03-10-2011,TEDGlobal 2011,554,1034,"Asia, china, economics, global issues, media, politics"
1237,Finding life we can't imagine,Christoph Adami,653221,19-02-2011,04-10-2011,TEDxUIUC,157,1131,"TEDx, bacteria, biology, evolution, life, science"
1238,"Less stuff, more happiness",Graham Hill,5053890,01-03-2011,05-10-2011,TED2011,404,349,"consumerism, culture, design, happiness, media, simplicity"
1239,We can recycle plastic,Mike Biddle,1183041,14-07-2011,06-10-2011,TEDGlobal 2011,325,658,"business, global issues, green, plastic, technology"
1240,Trusting the ensemble,Charles Hazlewood,573399,13-07-2011,07-10-2011,TEDGlobal 2011,42,1176,"collaboration, conducting, culture, entertainment, music, trust, live music"
1241,What do babies think?,Alison Gopnik,4416244,13-07-2011,10-10-2011,TEDGlobal 2011,269,1109,"brain, children, culture, education, psychology"
1242,How mobile phones helped solve two murders,Paul Lewis,256681,02-04-2011,05-11-2011,TEDxThessaloniki,47,1013,"TEDx, cities, collaboration, culture, global issues, journalism, social media"
1243,How beauty feels,Richard Seymour,1126495,18-05-2011,11-10-2011,TEDSalon London Spring 2011,110,1035,"Senses, beauty, design, happiness, art"
1244,The day I turned down Tim Berners-Lee,Ian Ritchie,645869,11-07-2011,12-10-2011,TEDGlobal 2011,59,341,"business, history, technology, web"
1245,Open science now!,Michael Nielsen,217461,03-03-2011,13-11-2011,TEDxWaterloo,121,982,"Internet, TEDx, collaboration, open-source, science, technology, crowdsourcing, data"
1246,How to spot a liar,Pamela Meyer,28748868,13-07-2011,13-10-2011,TEDGlobal 2011,657,1130,"culture, psychology, science, society"
1247,My mushroom burial suit,Jae Rhim Lee,1713592,14-07-2011,14-10-2011,TEDGlobal 2011,271,450,"TED Fellows, death, design, green, invention, art, fungi"
1248,Learning from a barefoot movement,Bunker Roy,4326521,14-07-2011,17-10-2011,TEDGlobal 2011,365,1147,"culture, education, global issues, india, invention, women, global development"
1249,Freeing energy from the grid,Justin Hall-Tipping,1184180,13-07-2011,18-10-2011,TEDGlobal 2011,306,765,"energy, entrepreneur, environment, science, technology, electricity"
1250,How cyberattacks threaten real-world peace,Guy-Philippe Goldstein,561931,30-01-2010,19-10-2011,TEDxParis 2010,89,564,"TEDx, computers, global issues, politics, security, technology, terrorism, war"
1251,"A prosthetic arm that ""feels""",Todd Kuiken,967796,14-07-2011,20-10-2011,TEDGlobal 2011,91,1131,"Senses, design, engineering, invention, medicine, prosthetics, science, technology, bionics"
1252,Art made of storms,Nathalie Miebach,808464,11-07-2011,21-10-2011,TEDGlobal 2011,148,259,"TED Fellows, art, data, visualizations, weather"
1253,How economic inequality harms societies,Richard Wilkinson,3244543,12-07-2011,24-10-2011,TEDGlobal 2011,1081,1014,"culture, data, global issues, inequality, money, social change, visualizations"
1255,The strange tale of the Norden bombsight,Malcolm Gladwell,2162023,14-07-2011,26-10-2011,TEDGlobal 2011,314,900,"drones, invention, war"
1256,Open-source cancer research,Jay Bradner,596300,26-05-2011,27-10-2011,TEDxBoston 2011,143,767,"TEDx, business, cancer, medical research, open-source, science, genetics, collaboration, community, DNA, chemistry, crowdsourcing, molecular biology"
1257,Stories cut from paper,Béatrice Coron,991212,01-03-2011,28-10-2011,TED2011,70,1095,"art, creativity, storytelling"
1258,"FBI, here I am!",Hasan Elahi,914552,14-07-2011,31-10-2011,TEDGlobal 2011,142,870,"art, data, security, war, web, surveillance"
1259,"Trust, morality -- and oxytocin?",Paul Zak,1749858,13-07-2011,01-11-2011,TEDGlobal 2011,321,994,"brain, culture, medicine, morality, science, chemistry, neuroscience, behavioral economics, molecular biology, sociology, biology, happiness, empathy, psychology, mind, cognitive science"
1260,A plane you can drive,Anna Mracek Dietrich,1005973,15-07-2011,02-11-2011,TEDGlobal 2011,107,578,"cars, design, flight, invention, transportation"
1261,The real reason for brains,Daniel Wolpert,2006070,13-07-2011,03-11-2011,TEDGlobal 2011,275,1199,"biology, brain, evolution, science, math, biomechanics, AI, engineering, robots, neuroscience, decision-making, consciousness, cognitive science"
1262,"Augmented reality, techno-magic",Marco Tempest,1170404,13-07-2011,04-11-2011,TEDGlobal 2011,93,344,"entertainment, magic, technology"
1263,The right to understand,Sandra Fisher-Martins,347518,21-03-2011,06-11-2011,TEDxO'Porto,90,942,"TEDx, culture, design, language, law, simplicity"
1264,The line between life and not-life,Martin Hanczyc,823915,18-05-2011,07-11-2011,TEDSalon London Spring 2011,189,877,"biology, chemistry, life, science, molecular biology, AI, evolution, ecology, human origins, innovation, nanoscale"
1265,High-tech art (with a sense of humor),Aparna Rao,957943,14-07-2011,08-11-2011,TEDGlobal 2011,108,470,"TED Fellows, art, creativity, humor, technology"
1266,Ancient wonders captured in 3D,Ben Kacyra,609922,14-07-2011,09-11-2011,TEDGlobal 2011,94,740,"history, invention, technology, archaeology"
1267,A map of the brain,Allan Jones,1280284,13-07-2011,10-11-2011,TEDGlobal 2011,105,921,"brain, disease, science, technology, genetics, neuroscience, molecular biology, biotech, mental health, physiology, medical research, medical imaging, cognitive science, visualizations, DNA"
1268,6 ways to save the internet,Roger McNamee,341570,02-03-2011,12-11-2011,TEDxSantaCruz,255,933,"Internet, TEDx, business, future, investment, technology"
1269,The shared experience of absurdity,Charlie Todd,3168955,11-05-2011,11-11-2011,TEDxBloomington,273,724,"TEDx, comedy, community, culture, entertainment, humor"
1270,Conception to birth -- visualized,Alexander Tsiaras,7517599,02-12-2010,14-11-2011,INK Conference,512,577,"design, medical research, science, visualizations, biotech, medical imaging, physiology, science and art, pregnancy, human body, Best of the Web"
1271,Fly with the Jetman,Yves Rossy,8589950,13-07-2011,15-11-2011,TEDGlobal 2011,126,888,"adventure, design, flight, technology"
1272,A 12-year-old app developer,Thomas Suarez,11131525,22-10-2011,16-11-2011,TEDxManhattanBeach,334,280,"TEDx, education, entertainment, technology, youth, code"
1274,Experiments that hint of longer lives,Cynthia Kenyon,1037323,13-07-2011,17-11-2011,TEDGlobal 2011,197,983,"aging, biotech, genetics, medicine, science, technology, molecular biology, synthetic biology, innovation, medical research, DNA"
1276,Science versus wonder?,Robin Ince,811339,13-07-2011,18-11-2011,TEDGlobal 2011,162,518,"comedy, entertainment, science, time, philosophy, science and art, humor"
1278,How games make kids smarter,Gabe Zichermann,626418,01-06-2011,19-11-2011,TEDxKids@Brussels,268,978,"TEDx, design, education, gaming, play"
1279,Being young and making an impact,Natalie Warne,829141,02-04-2011,20-11-2011,TEDxTeen,275,769,"TEDx, activism, children, community, culture, global issues, war, youth"
1280,How to defend Earth from asteroids,Phil Plait,2374218,05-09-2011,21-11-2011,TEDxBoulder 2011,162,856,"TEDx, astronomy, dinosaurs, science, technology, space, NASA, asteroid"
1281,"Meet Rezero, the dancing ballbot",Péter Fankhauser,601913,13-07-2011,22-11-2011,TEDGlobal 2011,105,316,"creativity, design, engineering, robots, technology"
1282,The technology of storytelling,Joe Sabia,1363199,24-05-2011,23-11-2011,Full Spectrum Auditions,133,231,"creativity, design, entertainment, storytelling, technology"
1283,Nature. Beauty. Gratitude.,Louie Schwartzberg,4268594,11-06-2011,22-11-2012,TEDxSF,693,587,"TEDx, biodiversity, biology, compassion, culture, photography"
1284,A garden in my apartment,Britta Riley,2477752,23-05-2011,25-11-2011,TEDxManhattan,221,472,"TEDx, cities, collaboration, design, food, garden"
1285,Living beyond limits,Amy Purdy,2047296,19-05-2011,27-11-2011,TEDxOrangeCoast,312,584,"TEDx, entertainment, happiness, illness, personal growth, prosthetics"
1286,Philosophy in prison,Damon Horowitz,1432216,04-03-2011,28-11-2011,TED2011,188,230,"crime, culture, global issues, philosophy, prison"
1287,Don't regret regret,Kathryn Schulz,2303600,09-11-2011,02-12-2011,TEDSalon NY2011,260,1011,"culture, decision-making, failure"
1288,How to stop torture,Karen Tse,603630,13-07-2011,22-12-2011,TEDGlobal 2011,109,763,"global issues, law, politics, prison, war, criminal justice, justice system"
1289,What we learn before we're born,Annie Murphy Paul,2538594,12-07-2011,29-11-2011,TEDGlobal 2011,238,1006,"children, education, food, science, writing, pregnancy, culture, brain, neuroscience, evolution, mental health"
1290,"Dance vs. powerpoint, a modest proposal",John Bohannon,551167,22-11-2011,30-11-2011,TEDxBrussels,335,677,"TEDx, biology, dance, entertainment, physics, presentation, science, technology, science and art"
1291,Building the musical muscle,Charles Limb,724285,28-10-2011,01-12-2011,TEDMED 2011,102,959,"beauty, medical research, music, science, technology, disability, Senses, hearing, art, science and art, sound"
1292,Don't misrepresent Africa,Leslie Dodson,185920,24-09-2011,03-12-2011,TEDxBoulder 2011,84,686,"Africa, TEDx, journalism, media, poverty"
1293,How many lives can you live?,Sarah Kay,1378166,09-05-2011,04-12-2011,TEDxEast,196,735,"TEDx, entertainment, poetry, spoken word, performance, performance art, storytelling"
1294,How to topple a dictator,Srdja Popovic,372935,23-11-2011,05-12-2011,TEDxKrakow,99,722,"Egypt, TEDx, activism, culture, global issues, politics, protests, nonviolence"
1295,Massive-scale online collaboration,Luis von Ahn,1748159,03-04-2011,06-12-2011,TEDxCMU,312,999,"Internet, TEDx, collaboration, computers, language, technology, wikipedia"
1296,The magnificence of spider silk,Cheryl Hayashi,895731,21-02-2010,07-12-2011,TED2010,120,868,"MacArthur grant, biomechanics, biomimicry, science, technology, materials, molecular biology, biotech, engineering, industrial design, nature, insects, web, physics"
1297,Ultrasound surgery -- healing without cuts,Yoav Medan,846788,24-10-2011,08-12-2011,TEDMED 2011,425,973,"health care, medical research, medicine, science, technology, biotech, engineering, sound, neuroscience, future, innovation, physics, medical imaging"
1298,There are no mistakes on the bandstand,Stefon Harris,777401,09-11-2011,09-12-2011,TEDSalon NY2011,117,791,"culture, entertainment, jazz, music, live music"
1299,The world's smallest 3D printer,Klaus Stadlmann,371989,04-10-2011,10-12-2011,TEDxVienna,76,508,"TEDx, design, engineering, industrial design, technology"
1300,What happens when an NGO admits failure,David Damberger,322854,01-04-2011,11-12-2011,TEDxYYC,142,780,"TEDx, engineering, global issues, global development"
1301,The hidden light of Afghanistan,Monika Bulaj,673281,12-07-2011,12-12-2011,TEDGlobal 2011,87,284,"TED Fellows, design, global issues, journalism, photography, storytelling, art"
1302,Color-coded surgery,Quyen Nguyen,1226826,28-10-2011,13-12-2011,TEDMED 2011,227,968,"cancer, medicine, science, technology, biotech, Nobel Prize, molecular biology, biology, health care, medical research, Surgery, innovation"
1303,Put a value on nature!,Pavan Sukhdev,760828,14-07-2011,14-12-2011,TEDGlobal 2011,160,991,"business, economics, finance, global issues, green"
1304,Cooking as alchemy,Homaro Cantu,960183,01-03-2011,15-12-2011,TED2011,184,574,"agriculture, business, creativity, culture, food"
1305,An unexpected place of healing,Ramona Pierson,401551,13-05-2011,16-12-2011,TEDxDU 2011,48,673,"TEDx, aging, culture, health care, medicine, self, storytelling"
1306,My subversive (garden) plot,Roger Doiron,434632,10-09-2011,17-12-2011,TEDxDirigo,135,1129,"TEDx, culture, food, garden, global issues, sustainability"
1307,Medicine for the 99 percent,Thomas Pogge,310677,24-09-2011,18-12-2011,TEDxCanberra,121,1085,"TEDx, economics, global issues, health"
1308,The quest to understand consciousness,Antonio Damasio,2147410,02-03-2011,19-12-2011,TED2011,382,1122,"brain, consciousness, neuroscience, science, self, mind, medical imaging, cognitive science, decision-making, identity, medical research, Senses, memory, mental health"
1309,A prosthetic eye to treat blindness,Sheila Nirenberg,472565,12-10-2011,20-12-2011,TEDMED 2011,113,601,"medical research, medicine, science, sight, technology, prosthetics, Senses, disability, biotech, engineering, innovation, code, neuroscience, Surgery, brain"
1310,The battle between your present and future self,Daniel Goldstein,2562017,09-11-2011,21-12-2011,TEDSalon NY2011,237,959,"behavioral economics, business, culture, decision-making, economics, finance, self"
1311,There are no scraps of men,Alberto Cairo,990519,27-11-2011,23-12-2011,TEDxRC2,175,1142,"TEDx, disability, global issues, poverty, prosthetics, storytelling, war, work"
1312,How healthy living nearly killed me,A.J. Jacobs,2017673,28-10-2011,03-01-2012,TEDMED 2011,173,522,"culture, entertainment, health, humor, self, comedy"
1313,Life's third act,Jane Fonda,2727275,07-12-2011,04-01-2012,TEDxWomen 2011,311,680,"TEDx, aging, culture, health, women, personality"
1314,The global power shift,Paddy Ashdown,1141338,28-12-2011,05-01-2012,TEDxBrussels,308,1109,"Europe, Foreign Policy, TEDx, global issues, politics, world cultures"
1315,"1,000 TED Talks in six words",Sebastian Wernicke,703842,10-11-2011,06-01-2012,TEDxZurich 2011,163,454,"TEDx, statistics, visualizations"
1317,Can astronomers help doctors?,Michelle Borkin,191271,28-06-2011,08-01-2012,TEDxBoston 2011,44,581,"TEDx, astronomy, collaboration, medicine, science, technology, medical imaging, space, medical research, visualizations"
1318,Be suspicious of simple stories,Tyler Cowen,482932,09-11-2009,09-01-2012,TEDxMidAtlantic,221,957,"TEDx, business, culture, economics, storytelling"
1320,Award-winning teenage science in action,Lauren Hodge,1036497,08-12-2011,10-01-2012,TEDxWomen 2011,180,976,"TEDx, cancer, medicine, pollution, science, youth, chemistry, health, food, code"
1321,In defense of dialogue,Jonas Gahr Støre,403414,11-11-2011,11-01-2012,TEDxRC2,58,898,"TEDx, culture, politics"
1322,Animations of unseeable biology,Drew Berry,2718925,28-05-2011,12-01-2012,TEDxSydney,176,548,"TEDx, biology, science, visualizations, molecular biology, biotech, genetics, science and art, computers, programming, sustainability, DNA"
1323,"""Women of Hope""", Morley,365088,01-12-2011,13-01-2012,TEDxWomen 2011,,330,"TEDx, activism, music, poetry, women, live music, performance"
1324,"Thorium, an alternative nuclear fuel",Kirk Sorensen,606384,01-04-2011,14-01-2012,TEDxYYC,341,599,"TEDx, alternative energy, nuclear energy, technology"
1325,The debut of the British Paraorchestra, British Paraorchestra,106545,22-11-2011,15-01-2012,TEDxBrussels,43,816,"TEDx, disability, entertainment, global issues, live music"
1326,Meet the Water Canary,Sonaar Luthra,442533,14-07-2011,16-01-2012,TEDGlobal 2011,149,217,"TED Fellows, design, technology, water, global development"
1327,Atheism 2.0,Alain de Botton,2904617,13-07-2011,17-01-2012,TEDGlobal 2011,1366,1160,"atheism, culture, philosophy, religion"
1328,Three types of online attack,Mikko Hypponen,1061300,17-11-2011,18-01-2012,TEDxBrussels,112,563,"Internet, TEDx, crime, data, politics, technology, surveillance, encryption"
1329,Why SOPA is a bad idea,Clay Shirky,1584027,17-01-2012,18-01-2012,TEDSalon NY2012,695,839,"business, creativity, media, politics, technology"
1330,How to make choosing easier,Sheena Iyengar,2774271,09-11-2011,19-01-2012,TEDSalon NY2011,114,965,"business, choice, culture, decision-making, marketing"
1331,The beautiful math behind the world's ugliest music,Scott Rickard,4360434,13-09-2011,20-01-2012,TEDxMIA,204,583,"TEDx, entertainment, math, music, science, science and art, algorithm, composing, collaboration"
1332,Plant fuels that could power a jet,Bilal Bomani,274746,17-08-2011,21-01-2012,TEDxNASA@SiliconValley,80,869,"TEDx, science, sustainability, technology, green, engineering, alternative energy, energy, biotech, environment, innovation, future, climate change, oceans, ecology, nature, solar energy, plants, synthetic biology, natural resources"
1334,Is there a real you?,Julian Baggini,1418610,03-11-2011,22-01-2012,TEDxYouth@Manchester,415,719,"TEDx, neuroscience, philosophy, self, TEDYouth, personality"
1335,A primer on 3D printing,Lisa Harouni,1792011,10-11-2011,23-01-2012,TEDSalon London Spring 2011,233,889,"business, design, technology, 3D printing, manufacturing"
1336,Extreme swimming with the world's most dangerous jellyfish,Diana Nyad,748096,28-10-2011,24-01-2012,TEDMED 2011,102,1017,"culture, extreme sports, fear, sports, success"
1337,Doctors make mistakes. Can we talk about that?,Brian Goldman,1600931,11-11-2011,25-01-2012,TEDxToronto 2010,524,1168,"TEDx, communication, culture, medicine, public health"
1338,"Know thyself, with a brain scanner",Ariel Garten,483830,23-09-2011,26-01-2011,TEDxToronto 2011,149,904,"TEDx, neuroscience, psychology, science, technology, mindfulness"
1339,"Women entrepreneurs, example not exception",Gayle Tzemach Lemmon,673273,02-12-2011,27-01-2012,TEDxWomen 2011,69,796,"TEDx, entrepreneur, global issues, poverty, women, women in business"
1341,What happens inside those massive warehouses?,Mick Mountz,336074,28-06-2011,29-01-2012,TEDxBoston 2011,115,726,"TEDx, business, consumerism, robots, shopping, technology"
1342,Why I chose a gun,Peter van Uhm,3774247,25-11-2011,30-01-2012,TEDxAmsterdam,637,1030,"TEDx, global issues, military, peace, war, guns"
1343,Treating cancer with electric fields,Bill Doyle,670190,25-10-2011,31-01-2012,TEDMED 2011,193,935,"cancer, medical research, technology"
1344,The happy secret to better work,Shawn Achor,21939075,11-05-2011,01-02-2012,TEDxBloomington,978,740,"TEDx, business, happiness, psychology, science, brain, mind, cognitive science, sociology, depression, mental health, health, motivation, innovation, work, productivity, social change"
1345,The universal anesthesia machine,Erica Frenkel,401616,02-12-2011,02-02-2012,TEDxMidAtlantic,65,683,"Surgery, TEDx, design, global issues, health care, poverty, technology"
